Actual,Linear_Pred,Ridge_Pred,Lasso_Pred,Poly_Pred,Linear_Error,Ridge_Error,Lasso_Error,Poly_Error
28.48,12.36496790948166,12.366924077941988,12.261628156212907,8.033707670328207,16.11503209051834,16.113075922058012,16.218371843787093,20.446292329671792
1.71,1.4823164909189774,1.4853447975493612,1.2958432593053537,3.23863838557126,0.22768350908102253,0.22465520245063875,0.41415674069464625,-1.5286383855712602
10.59,13.388799300214004,13.39229672826417,13.726112797738466,13.238942377264207,-2.7987993002140037,-2.802296728264171,-3.136112797738466,-2.6489423772642073
25.33,12.573503293924809,12.575884326458244,12.161840285297192,11.931052297161836,12.75649670607519,12.754115673541754,13.168159714702806,13.398947702838162
3.65,4.341824765737822,4.344634152241426,4.153316268715162,4.517038226542542,-0.6918247657378225,-0.6946341522414259,-0.5033162687151624,-0.8670382265425425
38.75,32.16553047806,32.15504325591516,31.440793696182862,36.22755189576859,6.584469521940001,6.59495674408484,7.309206303817138,2.522448104231408
11.85,13.321157453375484,13.323088335956882,13.806353486400855,13.49238430703302,-1.4711574533754845,-1.4730883359568825,-1.9563534864008556,-1.642384307033021
10.56,12.896755948002667,12.898149818742944,12.574461035304331,12.088586668635225,-2.3367559480026667,-2.3381498187429433,-2.014461035304331,-1.5285866686352243
13.88,14.167819560020575,14.169681419804405,14.664707563054346,15.805322114197343,-0.2878195600205746,-0.2896814198044044,-0.7847075630543454,-1.9253221141973427
4.75,10.506164283140716,10.509284351023041,10.615604809565003,5.103496009584539,-5.756164283140716,-5.759284351023041,-5.865604809565003,-0.3534960095845392
27.94,16.360572494471832,16.36333646185815,16.638227888362213,15.030257165453348,11.57942750552817,11.576663538141851,11.301772111637788,12.909742834546654
8.02,7.764428967857672,7.766755251862648,7.7985426872184505,9.390391385707618,0.2555710321423277,0.25324474813735165,0.22145731278154912,-1.3703913857076184
23.05,11.83923080092045,11.840695647039897,11.54690011853242,11.630880325975257,11.21076919907955,11.209304352960103,11.50309988146758,11.419119674024744
4.13,4.06169776714321,4.064223257528212,4.158377105711789,5.614257269339233,0.06830223285678994,0.06577674247178766,-0.02837710571178942,-1.484257269339233
17.94,26.652479080736036,26.642623923360883,26.419932340436578,20.105798780596103,-8.712479080736035,-8.702623923360882,-8.479932340436577,-2.165798780596102
25.99,10.930235365848812,10.934142066033083,11.18240617795625,12.88548232315903,15.059764634151186,15.055857933966916,14.80759382204375,13.104517676840969
3.59,2.137985342562823,2.1406433727905245,2.2791375530581774,4.766183939205048,1.4520146574371768,1.4493566272094753,1.3108624469418224,-1.176183939205048
1.68,6.208685957170058,6.211977273399263,6.6647488402771415,1.658810529080851,-4.528685957170058,-4.531977273399264,-4.984748840277142,0.02118947091914891
6.08,10.729645358315036,10.732100135966526,10.329936394224173,8.057313864463403,-4.649645358315036,-4.652100135966526,-4.249936394224173,-1.9773138644634027
9.41,11.62842204128842,11.630077487003469,11.199063442864329,12.287688817797987,-2.21842204128842,-2.2200774870034685,-1.7890634428643288,-2.8776888177979867
8.28,10.981003523170479,10.983881135964719,11.31983146576345,9.648111806346531,-2.7010035231704794,-2.7038811359647195,-3.0398314657634504,-1.3681118063465316
6.34,9.16648053720504,9.170458731504624,9.419195295107187,8.503349488777067,-2.8264805372050397,-2.830458731504624,-3.079195295107187,-2.163349488777067
7.15,11.954063963018413,11.957768402054423,12.194738349094099,8.986385327635078,-4.804063963018413,-4.807768402054423,-5.044738349094098,-1.8363853276350781
4.89,6.747914467537868,6.751099414534821,7.138733346914194,6.360724992873726,-1.857914467537868,-1.861099414534821,-2.248733346914194,-1.470724992873726
4.85,7.248604967117419,7.251475366476441,6.78831876168919,7.7549943113927196,-2.3986049671174197,-2.4014753664764417,-1.9383187616891906,-2.90499431139272
11.45,10.735500007568085,10.737434780238367,10.874228512860341,11.635319187407994,0.7144999924319144,0.7125652197616326,0.575771487139658,-0.1853191874079947
4.35,6.581021033646238,6.58439956359679,6.816221175361093,6.25478376773939,-2.231021033646238,-2.2343995635967904,-2.4662211753610936,-1.9047837677393904
9.1,8.7622034116647,8.764704908782651,9.162174206644451,9.891094740932452,0.3377965883352996,0.3352950912173487,-0.0621742066444515,-0.7910947409324525
1.39,3.767027232415481,3.7712485721502826,4.148388318290612,3.234646221070843,-2.3770272324154815,-2.381248572150283,-2.7583883182906126,-1.8446462210708432
28.1,36.63223302410852,36.620718332471,35.79208924334904,32.82176996941461,-8.532233024108521,-8.520718332470999,-7.692089243349038,-4.721769969414609
5.15,6.378230512665748,6.3808434258376,6.801301924686534,6.368391409691387,-1.228230512665748,-1.2308434258376,-1.6513019246865337,-1.218391409691387
38.51,30.842104324652517,30.83043718671937,29.76937118243463,40.75485255844269,7.667895675347481,7.679562813280629,8.74062881756537,-2.2448525584426946
44.5,34.846029815753575,34.83617200387499,34.318051232649,55.75849941015208,9.653970184246425,9.663827996125008,10.181948767351003,-11.258499410152083
41.1,35.27776479501569,35.26637214771375,34.38491957471153,36.483230457526034,5.82223520498431,5.833627852286249,6.71508042528847,4.616769542473968
4.84,7.019530825580336,7.0237531592620535,7.226999452903794,6.789807497238536,-2.1795308255803363,-2.1837531592620536,-2.386999452903794,-1.9498074972385364
10.6,12.861425508551982,12.864024385153108,12.93241938496567,12.181662557335999,-2.261425508551982,-2.2640243851531086,-2.33241938496567,-1.5816625573359993
8.31,9.942728617076277,9.944911784155458,9.906116730097395,10.205154611868439,-1.6327286170762765,-1.6349117841554577,-1.5961167300973944,-1.8951546118684384
11.26,14.473334563426004,14.476243248083513,14.751652120829679,11.625983013291377,-3.213334563426004,-3.2162432480835133,-3.491652120829679,-0.36598301329137684
15.23,17.693322788197147,17.694541370254225,17.17933954692107,17.67041111499327,-2.4633227881971465,-2.4645413702542243,-1.9493395469210704,-2.440411114993271
27.04,35.25821731362544,35.24733311889577,35.10089198479211,28.43334817271183,-8.218217313625438,-8.207333118895768,-8.060891984792114,-1.393348172711832
23.4,33.02962894768878,33.01767148305396,32.128118779385346,28.097243398053607,-9.62962894768878,-9.617671483053961,-8.728118779385348,-4.697243398053608
5.03,6.185996554059109,6.188843930740887,5.845200523025465,6.991368598882641,-1.1559965540591088,-1.158843930740887,-0.8152005230254646,-1.9613685988826406
38.28,31.999748166208754,31.990041607154897,31.668750991748244,36.94343815804499,6.280251833791247,6.289958392845104,6.611249008251757,1.3365618419550103
6.88,9.481195770687247,9.484380847694538,9.88596699732367,7.586567790408333,-2.601195770687247,-2.6043808476945385,-3.0059669973236707,-0.7065677904083332
19.72,29.443924474165264,29.43438533234764,29.197383053759555,27.042785608967876,-9.723924474165266,-9.714385332347643,-9.477383053759556,-7.322785608967877
1.88,3.6745546849781494,3.6779839373695236,4.041199045624351,3.221107122242131,-1.7945546849781495,-1.7979839373695237,-2.1611990456243513,-1.3411071222421311
18.77,28.30882022650129,28.29778611693939,27.69777120519898,19.799918907987205,-9.53882022650129,-9.527786116939389,-8.92777120519898,-1.0299189079872058
6.4,5.823672834493259,5.825733873336723,5.511961614129881,8.83435682368433,0.5763271655067417,0.5742661266632769,0.8880383858701197,-2.434356823684329
4.53,5.408216974128408,5.410649982244184,5.472918509925073,6.149024157226128,-0.8782169741284074,-0.8806499822441838,-0.9429185099250725,-1.6190241572261277
1.74,1.8835369732322569,1.8863173643951416,2.453330567187887,2.872183433967586,-0.1435369732322569,-0.14631736439514165,-0.7133305671878871,-1.132183433967586
5.71,11.499367804075195,11.503030425875952,11.777945404886744,7.009954786297799,-5.789367804075195,-5.793030425875952,-6.067945404886744,-1.299954786297799
12.36,15.075712838119284,15.07857403402064,15.357613040599208,12.861485726485153,-2.715712838119284,-2.718574034020641,-2.9976130405992087,-0.5014857264851535
13.13,11.699534191106736,11.701779923370967,11.506835484959126,13.021534328933134,1.4304658088932651,1.4282200766290334,1.623164515040875,0.10846567106686678
1.73,4.308759140628737,4.31303122052142,4.606567444285528,3.625194465903176,-2.5787591406287373,-2.5830312205214203,-2.8765674442855276,-1.895194465903176
7.73,9.895166380467348,9.899083145816384,10.163863779538882,10.018894512154276,-2.1651663804673476,-2.1690831458163835,-2.433863779538882,-2.2888945121542754
21.2,31.70827702455481,31.698451325929586,31.604673926160505,21.212401228860656,-10.508277024554811,-10.498451325929587,-10.404673926160505,-0.012401228860657199
1.7,-0.08676781207196704,-0.08363850727630684,-0.21617511724449479,2.4535419224644848,1.786767812071967,1.7836385072763068,1.9161751172444947,-0.7535419224644848
23.24,32.81979326469581,32.80917778092849,32.61082874881605,23.894797935603627,-9.579793264695812,-9.569177780928495,-9.370828748816049,-0.6547979356036286
23.08,3.280489918644877,3.2839784308999267,3.8175576738494055,1.8527816137349191,19.799510081355123,19.79602156910007,19.26244232615059,21.22721838626508
2.93,10.183594774012455,10.187465464604895,10.33571622891467,2.7464074895152795,-7.253594774012456,-7.257465464604895,-7.40571622891467,0.1835925104847207
13.02,14.318761895915006,14.320129510415285,13.940377408726352,14.983594733152225,-1.298761895915007,-1.3001295104152852,-0.9203774087263525,-1.9635947331522257
37.7,31.642343687752707,31.630513284847172,30.68082876641665,34.28093575781116,6.057656312247296,6.069486715152831,7.019171233583354,3.4190642421888455
9.78,11.461638327728455,11.463215993735599,11.110692878643807,11.924656363143088,-1.6816383277284555,-1.6832159937355993,-1.3306928786438075,-2.1446563631430884
1.98,3.92909979534374,3.932623453157982,4.404218232282318,2.5919492495469605,-1.9490997953437401,-1.9526234531579818,-2.424218232282318,-0.6119492495469605
30.26,13.107712948724576,13.109870944965397,12.855303445622692,13.41110246505964,17.152287051275426,17.150129055034604,17.40469655437731,16.848897534940363
22.48,31.811007923600478,31.79979917361381,31.65341527505443,28.11223031058625,-9.331007923600477,-9.31979917361381,-9.173415275054431,-5.632230310586248
6.31,8.15220333096051,8.155454582336645,8.406732750226091,8.219677989057766,-1.842203330960511,-1.8454545823366457,-2.0967327502260913,-1.9096779890577666
2.79,3.238407825096971,3.2417988734476424,3.340625026280369,4.635702346756007,-0.44840782509697075,-0.45179887344764236,-0.5506250262803691,-1.8457023467560072
5.59,8.439634703114976,8.441450463804038,8.07114380046287,8.584871505910229,-2.849634703114976,-2.8514504638040385,-2.4811438004628705,-2.994871505910229
7.26,10.59484129875587,10.597786340576672,10.535598952876775,9.520682232179103,-3.3348412987558707,-3.337786340576672,-3.2755989528767753,-2.2606822321791036
11.4,15.219669861389448,15.221076716915476,14.710682405061377,14.150889916198901,-3.819669861389448,-3.821076716915476,-3.3106824050613763,-2.7508899161989007
1.99,5.647714804235889,5.6518034684931,5.994664620275692,3.5872456233884247,-3.657714804235889,-3.6618034684930993,-4.004664620275692,-1.5972456233884247
4.72,3.782556386480911,3.785179644572562,3.8425308988167597,6.520527509468762,0.9374436135190889,0.9348203554274379,0.8774691011832401,-1.800527509468762
7.75,10.229337970346965,10.231508499156,10.165308738211504,9.79616925583919,-2.4793379703469647,-2.481508499156,-2.415308738211504,-2.0461692558391906
7.35,10.900132654396266,10.903109797906883,11.152560713322242,8.698830953942908,-3.5501326543962666,-3.553109797906883,-3.802560713322242,-1.3488309539429082
9.29,11.122654826223055,11.125052351356988,10.802117699756081,10.582347959909905,-1.832654826223056,-1.835052351356989,-1.5121176997560823,-1.2923479599099057
12.24,14.438025088648363,14.44064822586975,14.744590009284217,13.711140024910028,-2.1980250886483628,-2.2006482258697506,-2.5045900092842164,-1.471140024910028
1.84,7.430046854296251,7.4340236991866675,7.70367831627123,2.4305238125636066,-5.590046854296251,-5.594023699186668,-5.86367831627123,-0.5905238125636065
3.97,5.386322454601682,5.389606664149365,5.792673650705002,5.488123378397912,-1.4163224546016822,-1.4196066641493652,-1.8226736507050014,-1.5181233783979118
5.93,9.231346837083287,9.235412276309138,9.400858239552317,7.726735263712699,-3.301346837083287,-3.305412276309138,-3.4708582395523173,-1.7967352637126996
5.84,9.34385916189622,9.347039519347263,9.538055658670242,7.357628670322891,-3.5038591618962194,-3.5070395193472628,-3.698055658670242,-1.5176286703228907
7.94,12.538153315359402,12.539593508810285,12.16092572698846,9.684534695238064,-4.598153315359402,-4.599593508810284,-4.220925726988459,-1.7445346952380634
5.65,8.337568247764839,8.33987510771512,8.842572271568464,6.734120155036221,-2.6875682477648386,-2.6898751077151193,-3.192572271568464,-1.0841201550362207
12.35,15.333012771663316,15.335689090566646,15.724759553717629,13.898782529331774,-2.983012771663317,-2.9856890905666464,-3.374759553717629,-1.548782529331774
12.4,8.411019808693581,8.413558555822373,8.100009519916526,5.872708146921854,3.9889801913064193,3.9864414441776272,4.2999904800834745,6.527291853078147
22.14,31.796930504825717,31.78636400548616,31.74314665884852,32.297215003592044,-9.656930504825716,-9.64636400548616,-9.60314665884852,-10.157215003592043
42.98,35.78595362635981,35.77415816106644,35.162495599053855,43.957579368484666,7.194046373640184,7.205841838933559,7.817504400946142,-0.977579368484669
37.27,31.60364848872262,31.59173206136099,30.715888273751222,32.21923145873291,5.666351511277384,5.678267938639014,6.554111726248781,5.050768541267097
5.27,6.012349054379971,6.014645945678819,6.152916854362356,5.83929059379893,-0.7423490543799716,-0.744645945678819,-0.8829168543623567,-0.5692905937989305
9.87,12.606966985888924,12.60838531972589,12.278217721420535,11.46349753783945,-2.736966985888925,-2.738385319725891,-2.4082177214205363,-1.5934975378394505
2.32,6.013345649952846,6.017404969354569,6.363991529159215,3.9952895445494754,-3.6933456499528465,-3.697404969354569,-4.043991529159214,-1.6752895445494755
33.47,14.561069260048583,14.562929010333342,14.43296474406242,12.978695689651225,18.908930739951415,18.907070989666657,19.037035255937578,20.491304310348774
2.14,2.493487348552934,2.497776137769357,2.96364989472959,4.2557423543814865,-0.35348734855293396,-0.3577761377693567,-0.82364989472959,-2.1157423543814864
23.31,32.96329475398266,32.9527924434106,32.832855516815826,27.698297396383516,-9.65329475398266,-9.642792443410602,-9.522855516815827,-4.388297396383518
5.26,6.26549471568654,6.26874166741171,6.295731426353122,7.200356334151234,-1.00549471568654,-1.0087416674117105,-1.0357314263531219,-1.9403563341512342
3.76,5.034615156125678,5.037157859511314,5.591769397374414,4.882076866122962,-1.2746151561256784,-1.2771578595113144,-1.8317693973744138,-1.1220768661229625
11.44,14.34517723444046,14.347133586264402,14.169570746502515,13.609630177162998,-2.90517723444046,-2.9071335862644023,-2.7295707465025156,-2.1696301771629987
4.75,6.940991168810118,6.944277382843616,7.434022831129955,5.6510874553562225,-2.1909911688101182,-2.194277382843616,-2.6840228311299548,-0.9010874553562225
46.66,38.67025052563611,38.658482659905545,37.87779449144817,45.865860044453434,7.989749474363883,8.001517340094452,8.782205508551826,0.7941399555465622
2.69,3.0880016200854303,3.090524510091779,3.224465982732582,3.7775181341274715,-0.3980016200854304,-0.4005245100917789,-0.534465982732582,-1.0875181341274716
1.15,5.88563941850159,5.889730198370479,6.17295516562028,1.8561419782539321,-4.73563941850159,-4.739730198370479,-5.02295516562028,-0.7061419782539322
37.61,31.686035925415403,31.67500655980537,30.724018149309348,35.30100911557386,5.923964074584596,5.934993440194628,6.885981850690651,2.3089908844261373
6.37,11.562824889248425,11.564838499798185,11.471664556108752,7.632645460031201,-5.192824889248425,-5.194838499798185,-5.101664556108752,-1.2626454600312007
4.52,8.475858968169284,8.478390636717346,8.170987382136492,6.05616591820932,-3.9558589681692844,-3.958390636717347,-3.650987382136492,-1.5361659182093206
13.56,14.806475570666926,14.808518411581005,14.509277546612473,14.589959787714664,-1.2464755706669255,-1.2485184115810046,-0.949277546612473,-1.0299597877146631
8.55,9.814559889735403,9.817595288779053,10.140456410873668,10.380093050976795,-1.264559889735402,-1.2675952887790523,-1.5904564108736672,-1.830093050976794
34.44,27.105679793405947,27.095451084649444,26.86249605002376,30.088864450187714,7.33432020659405,7.344548915350554,7.577503949976236,4.351135549812284
39.13,33.453612217887276,33.44244583733659,32.49528424473121,35.67727156450446,5.676387782112727,5.68755416266341,6.634715755268793,3.452728435495544
13.61,14.551974573372199,14.55340697658638,14.118251488051683,15.953344581094525,-0.9419745733721996,-0.9434069765863811,-0.508251488051684,-2.3433445810945255
2.71,1.6849061284436857,1.6876107525298565,1.7915553439608338,4.602032747696901,1.0250938715563143,1.0223892474701435,0.9184446560391661,-1.8920327476969012
14.99,13.166854937548024,13.169735961644093,13.633009843708258,16.292675972878655,1.8231450624519763,1.8202640383559068,1.356990156291742,-1.3026759728786548
2.4,2.222799960519568,2.225766078814699,2.05188030295923,3.430709008455426,0.17720003948043184,0.174233921185301,0.34811969704077006,-1.030709008455426
3.59,5.449583976188322,5.453160649088517,5.801180720923089,3.6917847678162854,-1.859583976188322,-1.8631606490885169,-2.211180720923089,-0.10178476781628554
7.16,11.568839516081265,11.572654361215982,11.7596735362035,8.981759631224952,-4.408839516081265,-4.412654361215981,-4.5996735362035,-1.8217596312249515
48.82,39.80758107110827,39.79563990011491,39.62281204833259,51.60359863209572,9.012418928891734,9.024360099885094,9.19718795166741,-2.7835986320957176
43.58,36.500774185014045,36.48889494291937,35.96177773635833,37.0171406509009,7.0792258149859535,7.091105057080625,7.61822226364167,6.562859349099099
39.56,34.00116801348229,33.98995476792527,33.05691335461003,34.49861547859911,5.55883198651771,5.570045232074733,6.5030866453899705,5.061384521400889
2.63,3.89727361438643,3.8999069559432105,4.444810753390666,3.703055301721987,-1.26727361438643,-1.2699069559432106,-1.8148107533906659,-1.073055301721987
9.18,7.456270070002098,7.458684406630077,8.031437409322095,10.1623099059904,1.7237299299979014,1.7213155933699227,1.148562590677905,-0.9823099059903999
6.24,8.66179118554589,8.664156976099523,9.108146664893464,7.4464443966466245,-2.4217911855458905,-2.424156976099523,-2.868146664893464,-1.2064443966466243
5.76,12.450577429649172,12.452838729970285,12.043633732556383,6.92627019195292,-6.6905774296491725,-6.692838729970285,-6.283633732556384,-1.1662701919529201
4.24,4.813851345774026,4.81711774630633,4.926746014369591,5.721037329081819,-0.5738513457740257,-0.57711774630633,-0.6867460143695912,-1.4810373290818184
2.15,2.047717698218074,2.050478806342287,2.6370307158478976,3.2722304816348062,0.10228230178192588,0.09952119365771273,-0.4870307158478977,-1.1222304816348063
21.98,32.11199930863041,32.102244853671905,31.895875355275113,26.057288440629243,-10.131999308630409,-10.122244853671905,-9.915875355275112,-4.077288440629243
16.3,25.111303497660025,25.10123415191288,25.105241610252616,23.532560625857634,-8.811303497660024,-8.80123415191288,-8.805241610252615,-7.232560625857634
13.83,17.48387873170896,17.487089329065256,17.740233219707413,16.158717946823785,-3.653878731708959,-3.657089329065256,-3.910233219707413,-2.328717946823785
32.73,26.412046664577275,26.40104903561461,25.933831848542322,9.775193130021917,6.317953335422722,6.328950964385388,6.796168151457675,22.95480686997808
11.83,10.159896594394421,10.161865512224903,10.32805601730486,11.67386480928961,1.6701034056055786,1.668134487775097,1.5019439826951402,0.1561351907103905
29.52,37.260210585516894,37.24785452786253,36.38764490967813,35.4860954596565,-7.740210585516895,-7.7278545278625295,-6.8676449096781305,-5.966095459656497
3.17,-0.440828656818665,-0.4384035166314515,-0.5968053984785726,4.635410005803779,3.610828656818665,3.6084035166314514,3.7668053984785725,-1.4654100058037791
8.43,6.779919627726812,6.7830129965431,6.95725982866346,8.582428167883458,1.6500803722731874,1.6469870034568999,1.4727401713365396,-0.1524281678834587
5.01,7.78142157507715,7.783858558098924,8.21731099046232,6.106947168323991,-2.7714215750771505,-2.773858558098924,-3.20731099046232,-1.0969471683239913
5.21,4.3682031946168,4.371253188396736,4.0296678045845145,6.52655391525378,0.8417968053831997,0.8387468116032641,1.1803321954154855,-1.3165539152537802
2.86,5.106190626141693,5.108580705157479,5.1777524361676655,4.052369457653993,-2.246190626141693,-2.248580705157479,-2.3177524361676656,-1.1923694576539927
20.28,5.919171943547919,5.921962505116113,5.617943272926514,5.989153657704085,14.360828056452082,14.358037494883888,14.662056727073487,14.290846342295916
3.55,4.305738171324055,4.308330695800752,4.8809040589346395,4.675214314040707,-0.7557381713240554,-0.7583306958007521,-1.3309040589346397,-1.125214314040707
8.57,15.190906749607706,15.193596086194606,15.32127125640967,8.194203455951646,-6.620906749607705,-6.623596086194606,-6.7512712564096695,0.37579654404835416
